"","farmtype","hhsize","hhelectric","hhhdocc1","fplotarea1","yearsuse1","farmsalev","s1p1c1area","s1p1c1qharv","s1p1c1sold","pc1","extc","adm0","adm1","incfarm","incnfarm"
"764","Small","4-6","No","Farmer",6,"10-20",5e+05,"35.20999908-50",500,300,"26","1","burkinafaso","Noumbiel",4e+05,"0-0"
"765","Small","6-7","No","Farmer",4,"10-20",140000,"0-20",648,0,"44","1","burkinafaso","Noumbiel",350000,"0-0"
"766","Small","1-4","No","Farmer",6,"10-20",150000,"20-35.20999908",700,200,"44","2","burkinafaso","Noumbiel",2e+05,"20-35"
"767","Large","8-48","No","Farmer",6,"0-5",150000,"20-35.20999908",800,0,"44","2","burkinafaso","Noumbiel",88000,"0-0"
"768","Small","4-6","No","Farmer",5,"5-10",1e+05,"0-20",300,100,"44","1","burkinafaso","Noumbiel",3e+05,"0-0"
"769","Small","1-4","No","Farmer",5,"10-20",250000,"0-20",1000,0,"44","1","burkinafaso","Noumbiel",450000,"20-35"
"770","Large","8-48","No","Farmer",5,"5-10",170000,"35.20999908-50",972,0,"44","2","burkinafaso","Noumbiel",3e+05,"35-52"
"771","Medium","8-48","No","Farmer",8,"20-30",3e+05,"35.20999908-50",972,648,"44","2","burkinafaso","Noumbiel",4e+05,"0-0"
"772","Small","4-6","No","Farmer",5,"5-10",1e+05,"0-20",1000,0,"44","2","burkinafaso","Noumbiel",250000,"35-52"
"773","Small","8-48","No","Farmer",5,"30-202",7e+06,"50-60",3700,0,"44","1","burkinafaso","Sanguie",1500000,"0-0.1000000015"
"774","Medium","8-48","No","Farmer",5,"30-202",3e+06,"50-60",3150,0,"27","1","burkinafaso","Sanguie",1e+06,"0-0.1000000015"
"775","Medium","8-48","No","Farmer",6,"30-202",14245000,"35.20999908-50",8000,0,"44","1","burkinafaso","Sanguie",1e+06,"0.1000000015-0.5"
"776","Large","8-48","No","Farmer",10,"10-20",22400000,"50-60",21000,0,"44","1","burkinafaso","Sanguie",4e+06,"0.1000000015-0.5"
"777","Large","8-48","No","Farmer",10,"5-10",7e+06,"50-60",5400,0,"44","1","burkinafaso","Sanguie",2e+07,"0-0.1000000015"
"778","Small","8-48","No","Farmer",3.5,"30-202",1860000,"0-20",900,0,"44","1","burkinafaso","Sanguie",3500000,"0-0.1000000015"
"779","Medium","8-48","No","Farmer",4,"10-20",4375000,"0-20",700,0,"44","1","burkinafaso","Sanguie",3e+06,"0-0.1000000015"
"780","Small","8-48","No","Farmer",2.5,"30-202",3915000,"35.20999908-50",2100,0,"44","1","burkinafaso","Sanguie",8e+05,"0-0.1000000015"
"781","Medium","8-48","No","Farmer",10,"30-202",5750000,"50-60",3200,100,"44","1","burkinafaso","Sanguie",2e+06,"0-0"
"782","Medium","8-48","No","Farmer",3.5,"5-10",2780000,"60-80",2700,0,"44","1","burkinafaso","Sanguie",1200000,"0-0.1000000015"
"783","Small","8-48","No","Farmer",3,"5-10",2700000,"35.20999908-50",700,0,"44","1","burkinafaso","Sanguie",208500,"0.1000000015-0.5"
"786","Medium","8-48","No","Farmer",8,"10-20",5e+05,"50-60",2898,126,"44","1","burkinafaso","Sanguie",484150,"0-0.1000000015"
"789","Medium","7-8","No","Farmer",6,"10-20",2838500,"80-100",4347,210,"44","1","burkinafaso","Sanguie",567350,"0.1000000015-0.5"
"790","Small","6-7","No","Farmer",5,"10-20",3500000,"60-80",2898,720,"44","1","burkinafaso","Sanguie",464800,"0.1000000015-0.5"
"792","Small","8-48","No","Farmer",5,"0-5",1015000,"60-80",1500,0,"44","1","burkinafaso","Sanguie",6e+05,"0.1000000015-0.5"
"793","Medium","8-48","No","Farmer",4,"5-10",3764000,"60-80",3000,105,"44","1","burkinafaso","Sanguie",7e+05,"0.1000000015-0.5"
"796","Medium","4-6","No","Farmer",7,"20-30",2652500,"80-100",3000,96,"44","1","burkinafaso","Sanguie",2e+05,"0.1000000015-0.5"
"798","Medium","4-6","No","Farmer",6,"0-5",1705000,"60-80",3000,168,"44","1","burkinafaso","Sanguie",1500000,"0-0.1000000015"
"799","Small","8-48","No","Farmer",3.5,"10-20",1815000,"50-60",4800,0,"44","1","burkinafaso","Sanguie",8e+05,"0-0.1000000015"
"800","Medium","1-4","No","Farmer",7,"10-20",2790000,"20-35.20999908",3000,0,"44","1","burkinafaso","Sanguie",1500000,"0-0"
"801","Medium","7-8","No","Farmer",5.5,"5-10",2500000,"35.20999908-50",2800,1000,"44","1","burkinafaso","Sanmatenga",10,"5-20"
"802","Large","8-48","No","Farmer",6.5,"30-202",2500000,"35.20999908-50",3500,750,"44","1","burkinafaso","Sanmatenga",10,"5-20"
"803","Small","1-4","No","Farmer",6.5,"20-30",250000,"35.20999908-50",1800,580,"44","1","burkinafaso","Sanmatenga",1,"5-20"
"805","Medium","6-7","No","Farmer",4,"20-30",1200000,"35.20999908-50",2100,400,"44","1","burkinafaso","Sanmatenga",10,"0.5-5"
"806","Large","8-48","No","Farmer",3.5,"0-5",750000,"60-80",2400,0,"44","1","burkinafaso","Sanmatenga",1,"5-20"
"812","Small","1-4","No","Farmer",4,"10-20",6e+05,"60-80",2400,100,"44","1","burkinafaso","Sanmatenga",2,"35-52"
"814","Small","4-6","No","Farmer",5,"10-20",2e+05,"50-60",1800,650,"44","1","burkinafaso","Sanmatenga",1,"5-20"
"815","Medium","8-48","No","Farmer",5,"20-30",5e+05,"35.20999908-50",2600,450,"44","1","burkinafaso","Sanmatenga",2,"5-20"
"816","Small","4-6","Yes","Trader",4.5,"0-5",250000,"50-60",1600,0,"44","1","burkinafaso","Sanmatenga",2,"35-52"
"818","Small","4-6","No","Farmer",5,"30-202",75000,"35.20999908-50",1500,450,"44","2","burkinafaso","Sanmatenga",1,"5-20"
"819","Small","4-6","No","Farmer",4,"10-20",75000,"50-60",2100,400,"44","1","burkinafaso","Sanmatenga",2,"5-20"
"820","Medium","8-48","No","Farmer",6,"20-30",4e+05,"50-60",3500,750,"44","1","burkinafaso","Sanmatenga",2,"5-20"
"822","Small","4-6","No","Farmer",6,"10-20",150000,"35.20999908-50",2100,200,"44","2","burkinafaso","Sanmatenga",1,"5-20"
"823","Medium","8-48","No","Farmer",4,"20-30",3e+05,"50-60",2800,100,"44","1","burkinafaso","Sanmatenga",2,"5-20"
"825","Small","1-4","No","Farmer",4,"10-20",70000,"60-80",1600,600,"44","2","burkinafaso","Sanmatenga",1,"5-20"
"826","Medium","7-8","No","Farmer",4,"20-30",2e+05,"50-60",2100,250,"44","1","burkinafaso","Sanmatenga",1,"5-20"
"827","Small","4-6","No","Farmer",5,"10-20",1e+05,"50-60",2500,400,"44","2","burkinafaso","Sanmatenga",1,"5-20"
"828","Medium","8-48","No","Farmer",7,"30-202",650000,"35.20999908-50",3250,550,"27","1","burkinafaso","Sanmatenga",2,"5-20"
"829","Small","4-6","No","Farmer",3.5,"20-30",70000,"50-60",1750,100,"44","2","burkinafaso","Sanmatenga",1,"5-20"
"830","Medium","6-7","No","Agricultural Labour",3,"30-202",4e+05,"35.20999908-50",1200,0,"44","1","burkinafaso","Seno",250000,"0-0"
"832","Medium","8-48","No","Agricultural Labour",4,"10-20",250000,"35.20999908-50",300,0,"44","1","burkinafaso","Seno",2e+05,"20-35"
"833","Medium","8-48","No","Agricultural Labour",3,"10-20",125000,"35.20999908-50",1400,0,"44","1","burkinafaso","Seno",230000,"0-0"
"835","Medium","8-48","No","Agricultural Labour",3,"20-30",3e+05,"60-80",1300,0,"27","1","burkinafaso","Seno",250000,"0-0"
"836","Medium","8-48","No","Agricultural Labour",4,"5-10",4e+05,"60-80",1300,0,"27","1","burkinafaso","Seno",2e+05,"0-0"
"837","Medium","8-48","No","Agricultural Labour",3,"20-30",4e+05,"60-80",1300,0,"27","1","burkinafaso","Seno",2e+05,"0-0"
"840","Medium","8-48","No","Agricultural Labour",2,"30-202",2e+05,"60-80",300,0,"27","1","burkinafaso","Seno",45000,"0-0"
"841","Medium","8-48","No","Agricultural Labour",3.5,"10-20",2e+05,"60-80",300,0,"27","1","burkinafaso","Seno",88500,"0-0"
"842","Medium","8-48","No","Agricultural Labour",4,"10-20",5e+05,"60-80",1000,0,"27","1","burkinafaso","Seno",1e+05,"0-0"
"843","Medium","8-48","No","Agricultural Labour",3,"20-30",460000,"20-35.20999908",200,0,"44","1","burkinafaso","Seno",45000,"0-0"
"844","Medium","8-48","No","Agricultural Labour",2,"20-30",4e+05,"20-35.20999908",250,0,"44","1","burkinafaso","Seno",1e+05,"0-0"
"845","Medium","8-48","No","Agricultural Labour",4,"30-202",450000,"35.20999908-50",1000,0,"27","1","burkinafaso","Seno",50000,"0-0"
"846","Medium","8-48","No","Agricultural Labour",2.5,"10-20",250000,"35.20999908-50",500,0,"27","1","burkinafaso","Seno",1e+05,"0-0"
"847","Medium","6-7","No","Agricultural Labour",2.5,"10-20",250000,"35.20999908-50",400,0,"27","1","burkinafaso","Seno",75000,"0-0"
"848","Small","6-7","No","Agricultural Labour",2.5,"20-30",2e+05,"35.20999908-50",200,0,"27","1","burkinafaso","Seno",35000,"0-0"
"849","Small","6-7","No","Agricultural Labour",6,"10-20",5e+05,"60-80",400,0,"27","1","burkinafaso","Seno",150000,"0-0"
"850","Medium","4-6","No","Agricultural Labour",2.5,"20-30",3e+05,"35.20999908-50",400,0,"27","1","burkinafaso","Seno",150000,"0-0"
"851","Medium","8-48","No","Agricultural Labour",16,"30-202",5e+05,"35.20999908-50",4000,0,"27","1","burkinafaso","Seno",5e+05,"0-0"
"852","Medium","8-48","No","Agricultural Labour",9,"30-202",250000,"35.20999908-50",3000,0,"27","1","burkinafaso","Seno",5,"0-0"
"853","Medium","7-8","No","Agricultural Labour",4,"0-5",5e+05,"35.20999908-50",1000,0,"27","1","burkinafaso","Seno",157500,"0-0"
"854","Medium","7-8","No","Agricultural Labour",5,"10-20",5e+05,"35.20999908-50",1600,0,"27","1","burkinafaso","Seno",2e+05,"0-0"
"855","Medium","8-48","No","Agricultural Labour",4,"20-30",6e+05,"35.20999908-50",1200,0,"27","1","burkinafaso","Seno",150000,"0-0"
"856","Small","1-4","No","Agricultural Labour",4,"30-202",2e+05,"60-80",2000,0,"27","1","burkinafaso","Seno",250000,"0-0"
"857","Medium","8-48","No","Agricultural Labour",5,"10-20",2e+05,"35.20999908-50",2300,0,"27","1","burkinafaso","Seno",250000,"0-0"
"864","Small","4-6","No","Farmer",5,"5-10",75000,"80-100",300,0,"27","2","burkinafaso","Yagha",40500,"80-100"
"884","Large","4-6","No","Farmer",9,"5-10",75000,"35.20999908-50",2520,0,"26","1","burkinafaso","Ziro",1035000,"0.5-5"
"885","Medium","8-48","No","Farmer",6,"10-20",3300000,"35.20999908-50",720,0,"26","1","burkinafaso","Ziro",759600,"0.5-5"
"886","Small","4-6","No","Farmer",2,"5-10",25000,"35.20999908-50",1440,0,"44","2","burkinafaso","Ziro",70000,"5-20"
"887","Medium","8-48","No","Farmer",2,"5-10",1e+05,"35.20999908-50",1920,0,"44","1","burkinafaso","Ziro",150000,"0.5-5"
"888","Medium","4-6","No","Farmer",3,"10-20",50000,"20-35.20999908",880,0,"44","2","burkinafaso","Ziro",521000,"5-20"
"889","Large","8-48","No","Farmer",10,"5-10",5000,"20-35.20999908",6240,0,"44","1","burkinafaso","Ziro",1006250,"5-20"
"890","Large","8-48","No","Farmer",15,"10-20",3e+05,"35.20999908-50",2160,0,"44","1","burkinafaso","Ziro",2190000,"20-35"
"891","Medium","8-48","No","Farmer",6.75,"5-10",25000,"35.20999908-50",2400,0,"44","1","burkinafaso","Ziro",270000,"20-35"
"892","Medium","8-48","No","Farmer",3,"5-10",8e+05,"0-20",360,0,"44","1","burkinafaso","Ziro",432000,"0.5-5"
"893","Medium","7-8","No","Farmer",2.25,"20-30",2e+06,"35.20999908-50",3600,0,"44","1","burkinafaso","Ziro",791425,"5-20"
"894","Medium","8-48","No","Farmer",4,"10-20",3e+05,"0-20",600,0,"44","1","burkinafaso","Ziro",613500,"0.5-5"
"900","Large","8-48","No","Farmer",11,"10-20",7e+05,"20-35.20999908",4200,0,"26","1","burkinafaso","Ziro",1389000,"5-20"
"901","Large","8-48","No","Farmer",11,"5-10",5e+05,"0-20",1800,0,"26","1","burkinafaso","Ziro",2500000,"5-20"
"902","Medium","8-48","No","Farmer",6,"5-10",120000,"20-35.20999908",9600,4800,"44","1","burkinafaso","Ziro",856000,"35-52"
"903","Large","8-48","No","Farmer",6,"10-20",3e+05,"80-100",4800,0,"41","1","burkinafaso","Ziro",720000,"0.5-5"
"904","Medium","8-48","No","Farmer",5,"20-30",350000,"0-20",1920,0,"44","1","burkinafaso","Ziro",468000,"5-20"
"905","Large","6-7","No","Farmer",10.75,"20-30",2e+05,"20-35.20999908",960,0,"26","1","burkinafaso","Ziro",495000,"0.5-5"
"906","Large","8-48","No","Farmer",3.5,"20-30",60000,"80-100",900,0,"44","1","burkinafaso","Ziro",604500,"0.5-5"
"907","Large","1-4","No","Farmer",10,"0-5",25000,"0-20",21000,18120,"44","1","burkinafaso","Ziro",81000,"5-20"
"909","Medium","8-48","No","Farmer",6,"5-10",225000,"80-100",8400,1200,"44","1","burkinafaso","Ziro",621000,"0.5-5"
"910","Large","8-48","No","Farmer",10,"10-20",1e+05,"35.20999908-50",1200,120,"26","1","burkinafaso","Ziro",975000,"5-20"
"941","Medium","7-8","No","Farmer",1.5,"20-30",150000,"80-100",108,0,"27","1","burkinafaso","Soum",6,"5-20"
"942","Large","8-48","No","Agricultural Labour",6,"30-202",3e+05,"60-80",585,0,"27","1","burkinafaso","Soum",7,"5-20"
"944","Large","4-6","No","Agricultural Labour",3,"0-5",5e+05,"60-80",1500,100,"27","1","burkinafaso","Soum",7,"5-20"
"962","Small","8-48","No","Agricultural Labour",2,"20-30",2500000,"35.20999908-50",500,0,"27","2","burkinafaso","Soum",286000,"80-100"
"965","Small","8-48","No","Farmer",3.75,"20-30",8e+06,"35.20999908-50",480,0,"27","1","burkinafaso","Soum",153600,"80-100"
"967","Small","8-48","No","Agricultural Labour",5.25,"0-5",2e+06,"35.20999908-50",1400,0,"27","1","burkinafaso","Soum",607650,"80-100"
"968","Small","4-6","No","Agricultural Labour",2,"20-30",1e+06,"80-100",400,0,"27","2","burkinafaso","Soum",74000,"0-0"
"969","Small","8-48","No","Agricultural Labour",4.5,"30-202",4e+06,"60-80",1020,0,"27","2","burkinafaso","Soum",222000,"80-100"
"971","Small","1-4","No","Agricultural Labour",1.5,"30-202",1e+06,"80-100",660,0,"27","2","burkinafaso","Soum",120250,"80-100"
"976","Small","1-4","No","Farmer",3,"5-10",125000,"0-20",100,60,"12","1","burkinafaso","Sourou",1e+05,"0-0.1000000015"
"978","Small","1-4","No","Farmer",3,"0-5",30000,"80-100",1800,0,"27","1","burkinafaso","Sourou",11000,"0-0.1000000015"
"979","Small","1-4","No","Farmer",3,"0-5",60000,"0-20",180,80,"12","1","burkinafaso","Sourou",20000,"0-0.1000000015"
"980","Small","1-4","No","Farmer",4,"5-10",125000,"0-20",100,60,"12","1","burkinafaso","Sourou",110000,"0-0.1000000015"
"983","Small","1-4","No","Farmer",6,"0-5",130000,"0-20",240,200,"12","1","burkinafaso","Sourou",123600,"0-0.1000000015"
"985","Small","1-4","No","Farmer",3,"5-10",30000,"80-100",1800,0,"27","1","burkinafaso","Sourou",14000,"0-0.1000000015"
"986","Medium","6-7","No","Farmer",4,"0-5",2e+05,"50-60",2400,0,"27","1","burkinafaso","Sourou",18000,"0-0.1000000015"
"987","Large","7-8","No","Farmer",7,"5-10",3e+05,"0-20",360,300,"8","1","burkinafaso","Sourou",133620,"0.1000000015-0.5"
"988","Small","1-4","No","Farmer",3,"5-10",125000,"35.20999908-50",1800,0,"27","1","burkinafaso","Sourou",24000,"0-0.1000000015"
"990","Small","1-4","No","Farmer",3,"0-5",75000,"0-20",270,200,"12","1","burkinafaso","Sourou",92000,"0-0"
"991","Large","6-7","No","Farmer",6,"0-5",125000,"0-20",60,0,"8","1","burkinafaso","Sourou",106000,"0.1000000015-0.5"
"992","Medium","4-6","No","Farmer",4,"0-5",1e+05,"0-20",240,200,"12","1","burkinafaso","Sourou",170000,"0-0.1000000015"
"994","Small","4-6","No","Farmer",6,"0-5",150000,"80-100",3600,600,"12","1","burkinafaso","Sourou",104000,"0-0.1000000015"
"995","Large","6-7","No","Farmer",7,"5-10",250000,"50-60",3960,0,"27","1","burkinafaso","Sourou",212000,"0.1000000015-0.5"
"996","Small","1-4","No","Farmer",3,"0-5",75000,"0-20",450,400,"12","1","burkinafaso","Sourou",88000,"0-0.1000000015"
"997","Large","7-8","No","Farmer",6,"0-5",250000,"0-20",290,200,"12","1","burkinafaso","Sourou",120000,"0.1000000015-0.5"
"998","Small","1-4","No","Farmer",3,"0-5",75000,"0-20",180,100,"12","1","burkinafaso","Sourou",23800,"0-0.1000000015"
"999","Large","6-7","No","Farmer",7,"0-5",3e+05,"0-20",420,300,"12","1","burkinafaso","Sourou",282000,"0.1000000015-0.5"
"1000","Medium","7-8","No","Farmer",5,"0-5",150000,"0-20",250,200,"44","1","burkinafaso","Sourou",89000,"0-0.1000000015"
"1001","Large","7-8","No","Farmer",8,"5-10",3e+05,"0-20",450,350,"12","1","burkinafaso","Sourou",223000,"0.1000000015-0.5"
"1002","Small","4-6","No","Farmer",6,"0-5",75000,"20-35.20999908",1200,1000,"12","1","burkinafaso","Sourou",180000,"0-0.1000000015"
"1003","Large","7-8","No","Farmer",7,"0-5",250000,"0-20",780,700,"12","1","burkinafaso","Sourou",180000,"0.1000000015-0.5"
"1011","Medium","6-7","No","Farmer",5,"20-30",75000,"35.20999908-50",900,300,"44","1","burkinafaso","Nayala",34000,"5-20"
"1035","Large","8-48","No","Agricultural Labour",6,"30-202",1500000,"20-35.20999908",1050,0,"14","1","burkinafaso","Tapoa",444000,"20-35"
"1036","Medium","4-6","No","Agricultural Labour",2.5,"0-5",1500000,"35.20999908-50",550,0,"22","2","burkinafaso","Tapoa",222000,"5-20"
"1037","Large","4-6","No","Agricultural Labour",3,"0-5",2500000,"20-35.20999908",700,0,"14","1","burkinafaso","Tapoa",252000,"5-20"
"1038","Medium","4-6","No","Agricultural Labour",2,"0-5",3e+06,"35.20999908-50",900,0,"14","1","burkinafaso","Tapoa",288000,"5-20"
"1039","Medium","1-4","No","Agricultural Labour",2.5,"20-30",2500000,"50-60",850,0,"14","2","burkinafaso","Tapoa",225000,"5-20"
"1041","Large","1-4","No","Agricultural Labour",1,"0-5",1250000,"80-100",1700,1400,"26","2","burkinafaso","Tapoa",252000,"20-35"
"1042","Medium","1-4","No","Agricultural Labour",2,"5-10",2e+06,"35.20999908-50",1854,1854,"14","2","burkinafaso","Tapoa",324450,"5-20"
"1043","Medium","1-4","No","Agricultural Labour",2,"5-10",750000,"20-35.20999908",300,0,"14","2","burkinafaso","Tapoa",203650,"20-35"
"1088","Large","4-6","Yes","Farmer",2.5,"10-20",150000,"20-35.20999908",4800,2400,"54","1","egypt","Lower Egypt",25735,"0-0"
"1089","Medium","4-6","Yes","Farmer",0.5041999817,"30-202",175000,"20-35.20999908",2480,930,"54","2","egypt","Lower Egypt",23420,"0-0"
"1090","Medium","7-8","Yes","Farmer",0.4499999881,"30-202",210000,"20-35.20999908",2700,700,"54","2","egypt","Lower Egypt",24250,"0-0"
"1091","Medium","7-8","Yes","Farmer",0.5541999936,"30-202",240000,"20-35.20999908",2250,1000,"38","2","egypt","Lower Egypt",27200,"0-0"
"1092","Small","4-6","Yes","Farmer",0.4167000055,"20-30",30000,"60-80",2250,1000,"54","2","egypt","Lower Egypt",21940,"0-0"
"1093","Large","6-7","Yes","Farmer",0.9207999706,"30-202",45000,"20-35.20999908",26000,25500,"38","2","egypt","Lower Egypt",44330,"0-0"
"1094","Large","6-7","Yes","Farmer",2.5,"0-5",1e+05,"80-100",13500,9000,"54","2","egypt","Lower Egypt",13960,"0-0"
"1095","Small","7-8","Yes","Farmer",0.4167000055,"30-202",10000,"35.20999908-50",8500,8000,"56","2","egypt","Lower Egypt",14150,"0-0"
"1096","Large","1-4","Yes","Farmer",2.5,"10-20",120000,"80-100",168000,168000,"9","2","egypt","Lower Egypt",54600,"0-0"
"1097","Large","7-8","Yes","Farmer",2.5,"10-20",120000,"35.20999908-50",6750,3750,"54","2","egypt","Lower Egypt",30275,"0-0"
"1098","Small","8-48","Yes","Farmer",0.625,"30-202",105000,"60-80",3300,1800,"54","2","egypt","Lower Egypt",25858,"0.1000000015-0.5"
"1099","Large","4-6","Yes","Farmer",2.5,"10-20",90000,"80-100",13500,13500,"54","1","egypt","Lower Egypt",43290,"0.1000000015-0.5"
"1100","Small","6-7","Yes","Farmer",1.25,"30-202",210000,"35.20999908-50",4500,3000,"54","2","egypt","Lower Egypt",16440,"0.1000000015-0.5"
"1101","Large","7-8","Yes","Farmer",0.8500000238,"30-202",60000,"20-35.20999908",24000,23800,"38","2","egypt","Lower Egypt",24590,"0-0"
"1102","Large","4-6","Yes","Farmer",1.666700006,"10-20",90000,"60-80",9600,9150,"54","1","egypt","Lower Egypt",21410,"0-0"
"1103","Large","4-6","Yes","Farmer",7.5,"5-10",540000,"35.20999908-50",15300,15300,"54","2","egypt","Lower Egypt",162990,"0-0"
"1104","Large","6-7","Yes","Farmer",2.5,"10-20",125000,"35.20999908-50",6750,4750,"54","2","egypt","Lower Egypt",25800,"0-0"
"1105","Medium","7-8","Yes","Farmer",0.625,"30-202",270000,"20-35.20999908",18000,18000,"38","2","egypt","Lower Egypt",43600,"0.1000000015-0.5"
"1106","Large","4-6","Yes","Farmer",2.916699886,"10-20",20000,"20-35.20999908",80000,80000,"4","1","egypt","Lower Egypt",65170,"0.1000000015-0.5"
"1107","Medium","4-6","Yes","Farmer",0.5541999936,"5-10",225000,"20-35.20999908",1900,900,"54","2","egypt","Lower Egypt",17560,"0-0"
"1108","Large","4-6","Yes","Farmer",1.25,"30-202",320000,"35.20999908-50",6750,5250,"54","2","egypt","Lower Egypt",46725,"0-0"
"1109","Medium","7-8","Yes","Farmer",0.5207999945,"30-202",2e+05,"35.20999908-50",2480,930,"54","2","egypt","Lower Egypt",24912,"0-0"
"1110","Medium","7-8","Yes","Farmer",0.4499999881,"20-30",2e+05,"35.20999908-50",45000,0,"29","2","egypt","Lower Egypt",17500,"0-0"
"1111","Medium","6-7","Yes","Farmer",0.4708000124,"30-202",210000,"20-35.20999908",2480,930,"54","2","egypt","Lower Egypt",20700,"0-0"
"1112","Medium","6-7","Yes","Farmer",0.4499999881,"30-202",185000,"20-35.20999908",5424,5424,"54","2","egypt","Lower Egypt",19000,"0.1000000015-0.5"
"1113","Large","4-6","Yes","Farmer",5.416699886,"30-202",650000,"35.20999908-50",15000,12000,"54","1","egypt","Lower Egypt",63608,"0-0"
"1114","Large","4-6","Yes","Farmer",2.5,"10-20",120000,"80-100",168000,1e+05,"9","2","egypt","Lower Egypt",15110,"0.1000000015-0.5"
"1115","Large","6-7","Yes","Farmer",2.5,"10-20",120000,"20-35.20999908",56000,0,"9","2","egypt","Lower Egypt",56600,"0-0.1000000015"
"1116","Large","8-48","Yes","Farmer",4.166699886,"20-30",1e+06,"0-20",140000,0,"9","1","egypt","Lower Egypt",475360,"0-0.1000000015"
"1117","Large","1-4","Yes","Farmer",2.5,"10-20",90000,"80-100",7200,7200,"3","2","egypt","Lower Egypt",18600,"0.1000000015-0.5"
"1118","Large","1-4","Yes","Farmer",2.083300114,"5-10",660000,"80-100",616000,0,"9","1","egypt","Lower Egypt",245440,"0.1000000015-0.5"
