farmtype,hhsize,hhelectric,hhhdocc1,fplotarea1,plotunits,yearsuse1,farmsalev,s1p1c1area,s1p1c1qharv,s1p1c1cons,s1p1c1lives,s1p1c1lost,s1p1c1sold,pc1,extc,adm0,adm1,incfarm,incnfarm,"""cleanData2$adm0"""
1,8,2,1,1,HA,8,0,100,4800,4800,0,0,0,0,1,zimbabwe,mash central,0,100,cleanData2$adm0
1,2,2,1,0.5,HA,1,0,100,100,100,0,0,0,26,1,zimbabwe,mash central,0,10,cleanData2$adm0
1,5,2,1,1,HA,25,0,90,3000,1000,0,0,2000,26,1,zimbabwe,mash central,1500000,24,cleanData2$adm0
1,6,2,1,1,HA,7,0,50,1500,500,0,0,1000,26,1,zimbabwe,mash central,600000,0,cleanData2$adm0
1,4,2,1,1,HA,7,0,70,3500,1500,0,0,2000,26,1,zimbabwe,mash central,1500000,0,cleanData2$adm0
1,6,2,1,1.200000048,HA,30,0,30,200,0,0,0,200,26,1,zimbabwe,mash east,10000000,20,cleanData2$adm0
1,3,2,1,1,HA,4,40000000,100,900,550,50,0,300,26,1,zimbabwe,mash east,2500000,0,cleanData2$adm0
2,3,2,1,1,HA,4,0,100,4000,1000,0,0,3000,26,2,zimbabwe,mash east,4200000,0,cleanData2$adm0
2,6,2,1,0.5,HA,4,0,0,50,0,0,0,50,26,1,zimbabwe,mash east,4000000,0,cleanData2$adm0
1,7,2,1,1.600000024,HA,18,0,0,4000,4000,0,0,0,26,1,zimbabwe,mash east,6000000,0,cleanData2$adm0
1,6,2,1,0.5,HA,5,26000000,0,2000,1000,0,0,1000,26,1,zimbabwe,mash east,2000000,0,cleanData2$adm0
1,6,2,1,0.6000000238,HA,23,0,100,1050,550,0,0,500,26,1,zimbabwe,mash east,1000000,40,cleanData2$adm0
1,8,2,1,1.200000048,HA,25,0,80,1500,1000,0,0,500,26,1,zimbabwe,mash east,1500000,50,cleanData2$adm0
1,4,2,1,0.8000000119,HA,3,0,100,250,150,0,25,100,26,1,zimbabwe,mash east,5000000,15,cleanData2$adm0
1,4,2,1,2,HA,10,0,40,1090,540,0,50,500,26,1,zimbabwe,mash east,5000000,10,cleanData2$adm0
1,5,2,1,1.200000048,HA,3,0,50,600,600,0,0,0,26,1,zimbabwe,mash east,10000000,5,cleanData2$adm0
2,8,2,1,1,HA,4,0,80,2000,1000,0,0,1000,26,1,zimbabwe,mash east,800000,30,cleanData2$adm0
2,8,2,1,1.200000048,HA,4,0,80,3000,3000,0,0,0,26,1,zimbabwe,mash east,2500000,0,cleanData2$adm0
1,5,2,1,1,HA,4,28000000,70,1250,750,0,0,500,26,1,zimbabwe,mash east,12000000,20,cleanData2$adm0
1,4,2,1,1.200000048,HA,9,15000000,80,3000,1000,0,0,2000,26,1,zimbabwe,mash east,4000000,40,cleanData2$adm0
1,4,2,1,1.200000048,HA,30,36000000,90,2000,1000,0,0,1000,26,1,zimbabwe,mash east,4000000,30,cleanData2$adm0
1,6,2,1,0.6000000238,HA,3,21000000,50,2000,1000,100,250,1000,26,1,zimbabwe,mash east,1000000,10,cleanData2$adm0
1,4,2,1,0.6000000238,HA,4,0,50,250,80,0,0,170,26,1,zimbabwe,mash east,1000000,0,cleanData2$adm0
2,5,2,1,1.5,HA,4,0,75,2000,1500,0,0,500,26,1,zimbabwe,mash east,1500000,0,cleanData2$adm0
1,8,2,1,1.200000048,HA,20,40000000,100,250,250,0,0,0,26,1,zimbabwe,mash east,3000000,60,cleanData2$adm0
1,5,2,1,6,HA,3,1500000,0,8000,2810,190,0,5000,26,1,zimbabwe,mash east,3800000,0,cleanData2$adm0
1,4,2,1,6,HA,3,0,0,4000,1000,3000,0,0,26,1,zimbabwe,mash east,0,0,cleanData2$adm0
1,7,2,1,6,HA,3,0,0,3000,1000,0,0,2000,26,1,zimbabwe,mash east,3850000,0,cleanData2$adm0
1,3,2,1,6,HA,3,42000000,0,3000,2000,0,0,1000,26,1,zimbabwe,mash east,2000000,50,cleanData2$adm0
1,5,2,1,6,HA,2,0,0,3000,3000,0,0,0,26,1,zimbabwe,mash east,500000,0,cleanData2$adm0
1,7,2,1,6,HA,2,0,0,6000,2000,0,0,4000,26,1,zimbabwe,mash east,3000000,0,cleanData2$adm0
1,8,2,1,6,HA,4,89000000,90,2000,1000,0,0,1000,26,1,zimbabwe,mash east,5000000,10,cleanData2$adm0
1,6,2,1,6,HA,4,78000000,60,1500,500,0,0,1000,26,1,zimbabwe,mash east,500000,5,cleanData2$adm0
1,4,2,1,6,HA,3,0,40,1300,1000,0,0,300,26,1,zimbabwe,mash east,15000000,20,cleanData2$adm0
1,8,2,1,6,HA,2,29000000,75,4000,1000,0,0,3000,26,1,zimbabwe,mash east,30000,0,cleanData2$adm0
1,8,2,1,6,HA,3,0,60,5000,1000,0,0,4000,26,1,zimbabwe,mash east,9000000,20,cleanData2$adm0
1,6,2,1,6,HA,3,0,80,1500,1500,0,0,0,26,1,zimbabwe,mash east,3000000,80,cleanData2$adm0
1,5,2,1,6,HA,3,0,60,1500,1500,0,0,0,26,1,zimbabwe,mash east,0,100,cleanData2$adm0
1,6,2,0,6,HA,4,0,60,5000,2000,0,0,3000,26,1,zimbabwe,mash east,6000000,0,cleanData2$adm0
1,6,2,1,6,HA,3,0,70,15000,2000,0,0,13000,26,1,zimbabwe,mash east,12000000,5,cleanData2$adm0
2,5,2,1,6,HA,3,0,70,2000,1000,0,0,1000,26,1,zimbabwe,mash east,2500000,30,cleanData2$adm0
1,6,2,1,6,HA,3,19000000,65,4000,1000,0,0,3000,26,1,zimbabwe,mash east,3000000,5,cleanData2$adm0
1,3,2,1,6,HA,3,0,80,5000,1000,0,0,4000,26,1,zimbabwe,mash east,5000000,10,cleanData2$adm0
1,3,2,1,6,HA,3,0,100,1000,500,0,0,500,26,1,zimbabwe,mash east,1500000,40,cleanData2$adm0
1,6,2,1,6,HA,3,0,60,2000,1000,0,0,1000,0,1,zimbabwe,mash east,5000000,30,cleanData2$adm0
1,8,2,1,6,HA,3,3000000,100,1000,500,0,0,500,26,1,zimbabwe,mash east,800000,40,cleanData2$adm0
1,4,2,1,6,HA,3,4500000,70,3500,1500,0,0,2000,0,1,zimbabwe,mash east,1000000,20,cleanData2$adm0
1,4,2,1,6,HA,3,0,50,0,0,0,0,0,0,1,zimbabwe,mash east,1500000,40,cleanData2$adm0
1,6,2,1,6,HA,2,0,0,3000,2000,0,0,1000,0,1,zimbabwe,mash east,1500000,0,cleanData2$adm0
1,5,2,1,6,HA,3,0,0,3000,2000,0,0,1000,26,1,zimbabwe,mash east,5000000,0,cleanData2$adm0
1,1,2,1,6,HA,3,0,0,1200,1200,0,0,0,26,1,zimbabwe,mash east,1500000,0,cleanData2$adm0
1,5,2,8,0.400000006,HA,20,18250000,100,500,500,0,0,0,26,1,zimbabwe,mash east,100000,45,cleanData2$adm0
1,8,2,1,0.8000000119,HA,50,14600000,100,800,800,0,0,0,26,1,zimbabwe,mash east,0,100,cleanData2$adm0
1,3,2,1,1.200000048,HA,40,22300000,100,1500,1500,0,0,0,26,1,zimbabwe,mash east,200000,95,cleanData2$adm0
2,8,1,1,3.200000048,HA,8,850020000,95,3000,3000,0,0,0,56,2,zimbabwe,mash east,30000000,10,cleanData2$adm0
1,7,2,1,0.8000000119,HA,50,13500000,60,180,180,0,0,0,26,1,zimbabwe,mash east,0,100,cleanData2$adm0
1,8,2,1,1.799999952,HA,25,18000000,100,300,300,0,0,0,26,1,zimbabwe,mash east,0,100,cleanData2$adm0
1,6,2,1,0.8000000119,HA,30,14750000,100,400,400,0,0,0,26,1,zimbabwe,mash east,0,100,cleanData2$adm0
1,4,2,1,0.400000006,HA,3,1150000,100,480,400,0,0,80,26,2,zimbabwe,mash east,1200000,100,cleanData2$adm0
1,3,2,1,0.400000006,HA,2,0,100,500,500,0,0,0,0,1,zimbabwe,mash east,1920000,100,cleanData2$adm0
1,7,2,1,1.399999976,HA,15,14800000,100,1200,1200,0,0,0,26,1,zimbabwe,mash east,80000,94,cleanData2$adm0
1,6,2,3,2,HA,9,6070000,80,300,300,0,0,0,26,1,zimbabwe,mash east,500000,90,cleanData2$adm0
1,6,2,1,0.200000003,HA,30,0,50,0,0,0,0,0,26,1,zimbabwe,mash east,100000,90,cleanData2$adm0
1,8,2,1,0.6000000238,HA,30,17900000,100,500,500,0,0,0,26,1,zimbabwe,mash east,1000000,50,cleanData2$adm0
2,7,1,1,380,HA,12,0,75,1800,0,0,0,1800,26,2,zimbabwe,mash east,200000000,45,cleanData2$adm0
1,7,2,8,1,HA,8,6600000,100,650,650,0,0,0,26,1,zimbabwe,mash east,1000000,90,cleanData2$adm0
1,5,1,1,2.200000048,HA,4,0,80,3000,500,0,0,2500,26,1,zimbabwe,mash west,10000000,60,cleanData2$adm0
1,5,2,1,1.600000024,HA,6,90000000,80,1000,750,0,0,250,26,1,zimbabwe,mash west,2000000,80,cleanData2$adm0
1,5,2,1,1.600000024,HA,45,0,50,400,400,0,0,0,26,1,zimbabwe,mash west,1500000,50,cleanData2$adm0
1,8,2,1,1.600000024,HA,21,0,70,1150,1050,0,0,100,26,1,zimbabwe,mash west,1000000,80,cleanData2$adm0
1,6,2,1,1.200000048,HA,3,0,60,600,600,0,0,0,26,1,zimbabwe,mash west,3000000,70,cleanData2$adm0
1,8,2,1,3,HA,30,0,80,1000,500,0,0,500,26,1,zimbabwe,mash west,5000000,60,cleanData2$adm0
1,8,2,1,2,HA,35,0,0,550,550,0,0,0,26,1,zimbabwe,mash west,1000000,0,cleanData2$adm0
1,7,2,3,2.4000000950000002,HA,30,39000000,0,630,630,0,0,0,26,1,zimbabwe,mash west,300000,50,cleanData2$adm0
1,5,2,1,0.400000006,HA,8,0,0,1500,1000,0,0,500,26,1,zimbabwe,mash west,600000,0,cleanData2$adm0
1,2,2,1,0.200000003,HA,4,0,0,1000,500,0,0,500,26,2,zimbabwe,mash west,300000,0,cleanData2$adm0
1,5,2,5,3.200000048,HA,27,0,0,1600,1600,0,0,0,26,1,zimbabwe,mash west,1000000,75,cleanData2$adm0
1,7,2,1,2.4000000950000002,HA,29,0,0,7000,2000,0,0,5000,26,1,zimbabwe,mash west,3500000,0,cleanData2$adm0
1,4,2,1,1.600000024,HA,35,0,50,0,0,0,0,0,26,1,zimbabwe,mash west,1000000,50,cleanData2$adm0
1,4,2,1,1.600000024,HA,29,41000000,0,3000,1000,0,0,2000,26,2,zimbabwe,mash west,1300000,5,cleanData2$adm0
1,5,2,1,1.200000048,HA,28,0,0,750,250,0,0,500,26,2,zimbabwe,mash west,1500000,20,cleanData2$adm0
1,3,1,1,3.5999999049999998,HA,45,42000000,80,1000,950,0,50,50,26,2,zimbabwe,mash west,1000000,45,cleanData2$adm0
1,5,2,2,0.400000006,HA,10,0,100,500,500,0,100,0,26,2,zimbabwe,mash west,0,100,cleanData2$adm0
1,4,2,1,0.8000000119,HA,29,0,75,400,350,0,0,50,26,1,zimbabwe,mash west,30000,5,cleanData2$adm0
1,7,2,1,4,HA,15,0,60,1000,500,0,0,500,26,2,zimbabwe,mash west,500000,5,cleanData2$adm0
1,5,2,8,0.400000006,HA,30,11900000,80,600,500,100,100,0,26,1,zimbabwe,mash west,2000000,50,cleanData2$adm0
1,4,2,1,1,HA,3,2065000,0,150,150,0,0,0,26,2,zimbabwe,mash west,360000,0,cleanData2$adm0
1,5,2,1,3.200000048,HA,6,70000000,0,5000,5000,0,0,0,26,2,zimbabwe,mash west,1000000,33,cleanData2$adm0
1,2,2,1,3.200000048,HA,46,32000000,0,900,650,0,0,250,26,2,zimbabwe,mash west,0,50,cleanData2$adm0
1,4,1,11,3.200000048,HA,61,47000000,80,1250,1250,0,0,0,26,2,zimbabwe,mash west,1000000,100,cleanData2$adm0
1,5,2,1,4.400000095,HA,45,64000000,60,1800,1450,0,0,350,26,2,zimbabwe,mash west,5000000,80,cleanData2$adm0
1,8,2,1,2,HA,35,35000000,60,300,300,0,0,0,26,2,zimbabwe,mash west,2000000,40,cleanData2$adm0
1,7,2,1,1.200000048,HA,4,14500000,90,350,350,0,0,0,26,2,zimbabwe,mash west,0,100,cleanData2$adm0
1,7,2,1,2,HA,35,0,80,500,500,0,0,0,26,2,zimbabwe,mash west,0,80,cleanData2$adm0
1,5,1,1,2,HA,40,80000000,80,700,700,0,0,0,26,1,zimbabwe,mash west,300000,40,cleanData2$adm0
1,7,2,1,3.200000048,HA,38,20000000,90,2000,1000,0,0,1000,26,2,zimbabwe,mash west,10000000,40,cleanData2$adm0
1,7,2,1,2.4000000950000002,HA,20,12000000,90,3000,1500,0,0,1500,26,2,zimbabwe,mash west,10000000,5,cleanData2$adm0
2,10,2,1,0.8000000119,HA,3,0,100,300,300,0,0,0,26,1,zimbabwe,mash west,1500000,30,cleanData2$adm0
2,8,2,1,4.699999809,HA,23,12000000,60,2500,2500,0,0,0,26,2,zimbabwe,mash west,1000000,40,cleanData2$adm0
1,9,2,1,0.8000000119,HA,24,0,80,350,350,0,0,0,26,2,zimbabwe,mash west,1000000,40,cleanData2$adm0
2,8,2,1,1.600000024,HA,40,55000000,80,2000,1500,0,0,500,26,2,zimbabwe,mash west,3000000,0,cleanData2$adm0
2,4,2,1,0.6000000238,HA,34,0,70,1500,1500,0,0,0,26,1,zimbabwe,mash west,720000,0,cleanData2$adm0
1,4,2,1,0.400000006,HA,80,27000000,50,100,100,0,0,0,26,2,zimbabwe,mash west,0,10,cleanData2$adm0
1,6,2,1,0.8000000119,HA,10,7000000,100,250,250,0,0,0,26,1,zimbabwe,mash west,200000,50,cleanData2$adm0
1,7,2,1,1.600000024,HA,30,0,0,400,350,50,600,0,26,2,zimbabwe,mash west,2000000,20,cleanData2$adm0
1,7,2,1,20,HA,17,162000000,20,100,100,0,0,0,26,1,zimbabwe,mash west,0,100,cleanData2$adm0
1,7,2,1,1.200000048,HA,3,10000000,100,800,800,0,0,0,26,2,zimbabwe,mash west,4000000,90,cleanData2$adm0
1,8,2,1,0.6000000238,HA,24,300000000,60,750,750,0,0,0,26,2,zimbabwe,mash west,1000000,0,cleanData2$adm0
1,8,2,1,0.400000006,HA,50,3000000,50,250,250,0,0,0,26,2,zimbabwe,mash west,2000000,0,cleanData2$adm0
1,2,2,4,0.6000000238,HA,24,0,80,1600,1100,0,0,500,26,1,zimbabwe,mash west,0,0,cleanData2$adm0
1,1,2,4,1.600000024,HA,15,0,25,720,720,0,0,0,26,2,zimbabwe,mash west,1000000,50,cleanData2$adm0
1,4,2,1,2,HA,15,11000000,80,1500,500,0,0,1000,26,1,zimbabwe,mash west,1000000,20,cleanData2$adm0
1,3,2,1,0.8000000119,HA,15,0,50,0,0,0,0,0,26,1,zimbabwe,mash west,0,0,cleanData2$adm0
1,2,2,1,0.8000000119,HA,15,14500000,60,825,825,0,0,0,26,1,zimbabwe,mash west,0,0,cleanData2$adm0
1,7,2,2,2.799999952,HA,15,8000000,50,300,300,0,200,0,26,1,zimbabwe,mash west,0,0,cleanData2$adm0
1,6,2,1,0.400000006,HA,15,0,100,60,60,0,0,0,26,1,zimbabwe,mash west,0,0,cleanData2$adm0
1,8,2,1,0.8000000119,HA,23,0,50,250,250,0,0,0,26,1,zimbabwe,mash west,200000,0,cleanData2$adm0
1,2,2,1,1.200000048,HA,8,1214000000,50,600,600,100,0,0,26,1,zimbabwe,mash west,0,25,cleanData2$adm0
1,8,2,1,1.600000024,HA,35,29000000,75,1750,1500,250,0,0,26,1,zimbabwe,mash west,240000,10,cleanData2$adm0
1,8,2,5,1.200000048,HA,28,0,80,2000,2000,0,0,0,26,1,zimbabwe,mash west,0,0,cleanData2$adm0
1,4,2,1,0.400000006,HA,9,70000000,50,0,0,0,0,0,26,2,zimbabwe,mash west,250000,0,cleanData2$adm0
1,3,2,1,1.200000048,HA,4,6000000,100,250,250,0,0,0,26,1,zimbabwe,mash west,800000,70,cleanData2$adm0
1,5,2,1,1.600000024,HA,25,8000000,50,250,250,0,0,0,26,1,zimbabwe,mash west,800000,80,cleanData2$adm0
1,6,2,1,2.4000000950000002,HA,0,0,75,250,250,0,0,0,26,1,zimbabwe,mash west,600000,35,cleanData2$adm0
1,2,2,1,1.600000024,HA,39,0,60,1250,500,0,0,750,26,1,zimbabwe,mash west,1500000,40,cleanData2$adm0
1,3,2,1,1.200000048,HA,50,11500000,50,200,200,0,0,0,26,1,zimbabwe,mash west,400000,80,cleanData2$adm0
1,4,2,3,1.600000024,HA,2,4000000,100,150,150,0,0,0,26,2,zimbabwe,mash west,500000,90,cleanData2$adm0
2,7,2,1,0.8000000119,HA,35,32000000,75,1100,1100,0,0,0,26,1,zimbabwe,mash west,500000,10,cleanData2$adm0
2,7,2,1,1.200000048,HA,14,14000000,80,1500,1200,0,0,300,26,1,zimbabwe,mash west,200000,50,cleanData2$adm0
1,6,2,1,2.799999952,HA,22,24000000,50,350,350,0,0,0,26,1,zimbabwe,mash west,0,100,cleanData2$adm0
2,8,2,1,4,HA,10,15000000,60,200,200,0,0,0,26,1,zimbabwe,mash west,0,0,cleanData2$adm0
2,4,2,1,0.8000000119,HA,5,50000000,50,200,200,0,0,0,26,1,zimbabwe,mash west,0,100,cleanData2$adm0
2,8,2,1,4.800000191,HA,32,245000000,60,1000,1000,0,0,0,26,1,zimbabwe,mash west,265000,15,cleanData2$adm0
1,5,2,1,1.600000024,HA,40,0,100,600,250,0,0,350,26,1,zimbabwe,mash west,2000000,40,cleanData2$adm0
1,6,2,1,1,HA,16,0,100,500,500,0,0,0,26,2,zimbabwe,mash west,200000,0,cleanData2$adm0
1,6,2,1,1,HA,0,37000000,0,1500,1500,0,250,0,26,2,zimbabwe,mash west,1500000,65,cleanData2$adm0
1,5,2,1,4.199999809,HA,30,43000000,90,1100,800,0,0,300,26,1,zimbabwe,mash west,1000000,10,cleanData2$adm0
1,6,2,1,6.5,HA,50,0,80,1000,1000,0,0,0,26,2,zimbabwe,mash west,1000000,45,cleanData2$adm0
1,5,2,1,1.600000024,HA,6,16000000,90,1000,1000,0,0,0,26,2,zimbabwe,mash west,2000000,25,cleanData2$adm0
1,4,2,1,1.200000048,HA,3,0,100,150,150,0,0,0,26,2,zimbabwe,mash west,400000,80,cleanData2$adm0
1,8,2,1,1.200000048,HA,40,0,60,500,500,0,0,0,0,1,zimbabwe,mash west,100000,75,cleanData2$adm0
1,2,2,1,2.4000000950000002,HA,30,26000000,90,2500,1500,0,0,1000,26,1,zimbabwe,mash west,1000000,50,cleanData2$adm0
1,6,2,1,3.200000048,HA,30,75000000,100,250,250,0,0,0,26,2,zimbabwe,mash west,1000000,10,cleanData2$adm0
1,10,2,1,2,HA,7,41000000,0,1450,450,0,0,1000,26,2,zimbabwe,mash west,500000,0,cleanData2$adm0
1,8,2,1,2,HA,50,55000000,0,600,0,0,1400,600,26,1,zimbabwe,mash west,1200000,0,cleanData2$adm0
1,8,2,1,1.200000048,HA,50,32000000,0,150,150,0,2000,0,26,2,zimbabwe,mash west,1000000,0,cleanData2$adm0
1,8,2,1,0.8000000119,HA,10,0,0,350,350,0,3000,0,26,1,zimbabwe,mash west,210000,0,cleanData2$adm0
1,7,2,1,2.799999952,HA,35,10000000,0,550,550,0,450,0,14,2,zimbabwe,mash west,800000,0,cleanData2$adm0
1,7,2,1,0.8000000119,HA,7,0,0,1000,1000,0,0,0,14,1,zimbabwe,mash west,1500000,30,cleanData2$adm0
1,5,2,1,1.200000048,HA,4,6500000,0,300,300,0,0,0,26,2,zimbabwe,mash west,2000000,0,cleanData2$adm0
1,2,2,1,0.8000000119,HA,1,5000000,100,150,150,0,0,0,26,2,zimbabwe,mash west,0,0,cleanData2$adm0
2,6,2,1,1.600000024,HA,48,14000000,0,600,600,0,0,0,0,1,zimbabwe,mash west,500000,90,cleanData2$adm0
2,7,2,1,1,HA,4,42000000,0,1500,1500,0,400,0,26,2,zimbabwe,mash west,1500000,0,cleanData2$adm0
1,7,2,1,0.8000000119,HA,34,6500000,50,0,0,0,0,0,26,2,zimbabwe,mash west,300000,90,cleanData2$adm0
1,4,2,1,0.6000000238,HA,2,21000000,0,550,550,0,0,0,26,2,zimbabwe,mash west,200000,95,cleanData2$adm0
1,6,2,1,3.5999999049999998,HA,40,21000000,0,2000,1000,50,1000,1000,26,1,zimbabwe,mash west,4000000,0,cleanData2$adm0
2,6,2,1,2,HA,60,14000000,90,3500,2000,0,0,1500,26,1,zimbabwe,mash west,3000000,20,cleanData2$adm0
2,4,2,1,2.4000000950000002,HA,37,20000000,70,1000,1000,0,0,0,26,1,zimbabwe,mash west,1000000,50,cleanData2$adm0
1,6,2,1,2.799999952,HA,60,6000000,60,1000,0,0,0,1000,26,1,zimbabwe,mash west,15000,95,cleanData2$adm0
1,1,2,1,1.600000024,HA,24,20000000,75,900,900,0,0,0,26,1,zimbabwe,mash west,200000,50,cleanData2$adm0
1,7,2,1,4.800000191,HA,30,47000000,90,2000,1600,0,0,400,26,1,zimbabwe,mash west,10000000,30,cleanData2$adm0
1,7,2,1,2.4000000950000002,HA,12,10000000,50,150,150,0,0,0,26,1,zimbabwe,mash west,3000000,10,cleanData2$adm0
1,7,2,1,2.799999952,HA,25,0,80,3000,2000,0,0,1000,26,1,zimbabwe,mash west,2000000,10,cleanData2$adm0
1,4,2,1,2,HA,15,12000000,100,1000,1000,0,0,0,26,1,zimbabwe,mash west,1000000,50,cleanData2$adm0
2,6,1,1,2.799999952,HA,20,200000000,80,3000,2000,0,0,1000,26,1,zimbabwe,mash west,900000,20,cleanData2$adm0
1,4,2,1,2.799999952,HA,61,5500000,90,4000,2000,0,0,2000,26,1,zimbabwe,mash west,1500000,20,cleanData2$adm0
1,5,2,1,2,HA,14,14000000,75,900,900,0,0,0,26,1,zimbabwe,mash west,500000,50,cleanData2$adm0
1,4,2,1,1.600000024,HA,17,25000000,100,120,120,0,0,0,26,2,zimbabwe,mash west,0,100,cleanData2$adm0
1,1,2,1,1.600000024,HA,60,0,75,200,200,0,0,0,26,2,zimbabwe,mash west,200000,75,cleanData2$adm0
1,8,2,1,1,HA,30,9000000,100,500,500,0,0,0,0,1,zimbabwe,mash west,0,0,cleanData2$adm0
1,5,1,1,4.800000191,HA,15,15000000,80,1500,1500,0,0,0,26,2,zimbabwe,mash west,500000,0,cleanData2$adm0
1,5,2,1,3.200000048,HA,24,0,100,6000,1000,0,0,5000,26,1,zimbabwe,mash west,500000,25,cleanData2$adm0
1,8,2,1,4,HA,64,112000000,80,2500,2500,0,0,0,26,2,zimbabwe,mash west,800000,50,cleanData2$adm0
1,8,2,1,2.799999952,HA,3,4000000,100,1000,1000,0,0,0,26,2,zimbabwe,mash west,0,100,cleanData2$adm0
2,14,2,1,0.400000006,HA,27,13500000,0,3500,3500,0,0,0,26,1,zimbabwe,mash west,4000000,0,cleanData2$adm0
1,3,2,1,1.200000048,HA,6,5000000,100,900,900,0,0,0,14,1,zimbabwe,mash west,1000000,10,cleanData2$adm0
1,4,2,1,1,HA,1,1000000,75,500,500,0,0,0,26,2,zimbabwe,mash west,270000,90,cleanData2$adm0
1,5,2,1,2,HA,34,0,75,1000,1000,0,0,0,26,2,zimbabwe,mash west,1000000,10,cleanData2$adm0
1,2,2,1,0.8000000119,HA,6,34000000,100,1100,750,0,0,350,49,1,zimbabwe,mash west,200000,20,cleanData2$adm0
